id,P002079,P002080,P002081,P002082,P002083,P002084,P002085
02466754c61742c795077be74be3a1c9,snehān na tyajyate loko lābhādiṣu ca tṛṣṇayā |tasmād etat parityāge vidvān evaṃ vibhāvayet ||3||,利益行可愛 愛不離世間智者乃思惟 是故此皆捨,-,ཆགས་པའི་ཕྱིར་དང་རྙེད་སོགས་ལ་། ། སྲེད་པས་འཇིག་རྟེན་མི་སྤོང་སྟེ་། །དེ་བས་འདི་དག་ཡོངས་སྤོངས་ལ་། ། མཁས་པས་འདི་ལྟར་དཔྱད་པར་བྱ་། །,,"Si on ne renonce pas au monde, c’est par affection pour soi et pour les siens, par convoitise des biens d’ici-bas; aussi, pour rejeter cette affection et cette convoitise, l’homme avisé réfléchira :","Because of love, or hunger for gain, and the like, men will not forsake the world; then in order to cast it aside the wise will lay to heart these thoughts."
ac3f350759a542728ed36c616e2c99fa,śamathena vipaśyanā suyuktaḥ kurute kleśavināśam ity avetya |śamathaḥ prathamaṃ gaveṣaṇīyaḥ sa ca loke nirapekṣayābhiratyā ||4||,依於奢摩他 尾缽奢曩等 如是而起行破壞於煩惱 先求奢摩他 不藉世間行,ཞི་གནས་རབ་དུ་ལྡན་པ་ལྷག་མཐོང་གིས་། ། ཉོན་མོངས་རྣམ་པར་འཇོམས་པར་ཤེས་བྱས་ནས་། །ཐོག་མར་ཞི་གནས་བྱ་དེ་ཡང་ནི་། ། འཇིགས་རྟེན་ཆགས་པ་མྱེད་པ༢༤མངོན་དགས་འགྲུབ་། །༼༡༽,ཞི་གནས་རབ་ཏུ་ལྡན་པའི་ལྷག་མཐོང་གིས་། ། ཉོན་མོངས་རྣམ་པར་འཇོམས་པར་ཤེས་བྱས་ནས་། །ཐོག་མར་ཞི་གནས་བཙལ་བྱ་དེ་ཡང་ནི་། ། འཇིག་རྟེན་ཆགས་པ་མེད་ལ་མངོན་དགས་འགྲུབ་། །,,"« C’est quand il possède parfaitement la clairvoyance, grâce à la concentration de la pensée, que le saint détruit les passions. » Cherchons d’abord la concentration de la pensée qui procède de l’indifférence, du détachement des choses du monde.","Passion is overcome only by him who has won through stillness of spirit the perfect vision. Knowing this, I must first seek for stillness; it comes through the contentment that is regardless of the world."
4faee51290944d6ea833dc77fbdd76d3,kasyānityeṣv anityasya sneho bhavitum arhati |yena janmasahasrāṇi draṣṭavyo na punaḥ priyaḥ ||5||,無常而恒有 於愛何得要若見於千生 不復起愛著,མྱི་རྟག་སུ་ཞིག་མྱི་རྟག་ལ་། ། ཡང་དག་ཆགས་པར་བྱེད་པ་ཡོད་། །དེས་ནི་ཚེ་རབས་སྟོང་ཕྲག་དུ་། ། སྡུག་པ་མཐོང་བར་ཡོང་མྱི་འགྱུར་། །༼༢༽,མི་རྟག་སུ་ཞིག་མི་རྟག་ལ་། ། ཡང་དག་ཆགས་པར་བྱེད་པ་ཡོད་། །དེས་ནི་ཚེ་རབས་སྟོང་ཕྲག་ཏུ་། ། སྡུག་པ་མཐོང་བར་ཡོང་མི་འགྱུར་། །,,"Comment un être périssable peut-il s’attacher à des êtres périssables ? Car, pendant des milliers d’existences, il ne verra plus ce qu’il aime.","What creature of a day should cling to other frail beings, when he can never again through thousands of births behold his beloved?"
2cceb25e6d1f4361b04f663d7305705a,apaśyann aratiṃ yāti samādhau na ca tiṣṭhati |na ca tṛṣyati dṛṣṭvāpi pūrvavad bādhyate tṛṣā ||6||,不樂尾缽捨 亦不住等持見已不止足 是患過去渴,མ་མཐོང་ན་ནི་དགའ༢༥མྱི་འགྱུརད་། ། ཡིད་ཀྱང་མཉམ་འཇོག་མྱི་འགྱུར་ལ་། །མཐོང་ཡང་ངོམས་པར་མྱི་འགྱུར་ལ་། ། སྔ་བཞིན་སྲེད་པས་གདུང་བར་འགྱུརད་། །༼༣༽,མ་མཐོང་ན་ནི་དགར་མི་འགྱུར་། ། ཡིད་ཀྱང་མཉམ་འཇོག་མི་འགྱུར་ལ་། །མཐོང་ཡང་ངོམས་པར་མི་འགྱུར་བས་། ། སྔར་བཞིན་སྲེད་པས་གདུང་བར་འགྱུར་། །,,"Quand il ne voit pas ce qu’il aime, l’amant est triste, inquiet, et le recueillement est impossible; quand il l’a vu, il n’est pas rassasié, et le désir, comme auparavant, le tourmente.","Yet when he sees him not, he is ill at ease; he rests not in concentred thought; and even when he beholds him he is not satisfied, but is distressed by the same longing as before."
b32104c46eb94c03a91523238e13c987,na paśyati yathābhūtaṃ saṃvegād avahīyate |dahyate tena śokena priyasaṃgamakāṅkṣayā ||7||,如實而不見 安得盡煩惱意緣於愛集 被煩惱燒然,སེམས་ཅན་རྣམས་ལ་ཆགས་བྱས་ན་། ། ཡང་དག་ཉིད་ལ་ཀུན་ནས་སྒྲིབ་། །སྐྱོ་བའི་སེམས་ཀྱང་འཇིག་པར་བྱེད་། ། ཐ་མར་མྱ་ངན་གདུང་བར་འགྱུརད་། །༼༤༽,སེམས་ཅན་རྣམས་ལ་ཆགས་བྱས་ན་། ། ཡང་དག་ཉིད་ལ་ཀུན་ནས་སྒྲིབ་། །སྐྱོ་བའི་སེམས་ཀྱང་འཇིག་པར་བྱེད་། ། ཐ་མར་མྱ་ངན་གདུང་བར་འགྱུར་། །,,"Désireux de posséder ce qu’il aime, il ne voit pas les choses comme elles sont : il perd le sentiment du bien et du mal, il perd la salutaire terreur du péché et de l’enfer, et la même tristesse continue à le brûler.",He sees not things in their reality; he loses his horror of the world; he is consumed by his grief in yearning for union with the beloved.
945898ed9fd044d0b00ed874d81af9a9,taccintayā mudhā yāti hrasvam āyur muhur muhuḥ |aśāśvatena mitrena dharmo bhraśyati śāśvataḥ ||8||,思惟彼下墮 短命須臾住善友不長久 堅固法不成,དེ་ལ་སེམས་པ་འབའ་ཞིག་གིས་། ། ཚེ་འདི་དོན་མྱེད་འདའ་བར་གྱུརད་། །རྟག་པ་མྱེད་པའི་མཛའ་བཤེས་ཀྱིས་། ། གཡུང་དྲུང་ཆོས་ཀྱང་འཇིག་པར་གྱུརད་། །༼༥༽,དེ་ལ་སེམས་པ་འབའ་ཞིག་གིས་། ། ཚེ་འདི་དོན་མེད་འདའ་བར་འགྱུར་། །རྟག་པ་མེད་པའི་མཛའ་བཤེས་ཀྱིས་། ། གཡུང་དྲུང་ཆོས་ཀྱང་འཇིག་པར་འགྱུར་། །,,"Absorbé dans son amour, il laisse s’écouler sans fruit ses courtes vies ; et c’est pour un ami périssable qu’il trahit la Loi, ami qui demeure.",In thoughts thereupon his brief life vainly passes away hour by hour; and the eternal Law is broken for the sake of a short-lived friend!
8bc568cfdb11474db4cde54fb885f8d2,bālaiḥ sabhāgacarito niyataṃ yāti durgatim |neṣyate viṣabhāgaś ca kiṃ prāptaṃ bālasaṃgamāt ||9||,行與愚迷同 決定墮惡趣何得同愚迷 以毒分牽故,བྱིས་དང་སྐལ་བ་མཉམ་སྤྱོད་ན་། ། ངེས་པར་ངན་འགྲོར་འགྲོ་འགྱུརད་ཏེ་། །སྐལ་མྱི་མཉམ་པར་ཁྲིད་བྱེད་ན་། ། བྱིས་བ་བསྟེནད་པས་ཅི་ཞིག་བྱ་། །༼༦༽,བྱིས་དང་སྐལ་བ་མཉམ་སྤྱོད་ན་། ། ངེས་པར་ངན་འགྲོར་འགྲོ་འགྱུར་ཏེ་། །སྐལ་མི་མཉམ་པར་ཁྲིད་བྱེད་ན་། ། བྱིས་པ་བསྟེན་པས་ཅི་ཞིག་བྱ་། །,,"Si le saint, vivant avec les hommes du monde, se conduit comme eux, il se damne; s’il ne se conduit pas comme eux, on le haît : à quoi bon le commerce des hommes ?","If he share in the life of the foolish, a man assuredly goes to hell; if he share it not, he wins hatred; what profits it to have commerce with the foolish?"
4a8a7c1158d74c2cb397b3cd912dc341,kṣaṇād bhavanti suhṛdo bhavanti ripavaḥ kṣaṇāt |toṣasthāne prakupyanti durārādhāḥ pṛthagjanāḥ ||10||,而於自眷屬 刹那獲怨恨凡夫性異生 喜怒而無定,སྐད་ཅིག་ཅིག་གིས་མཛའ་གྱུརད་ལ་། ། ཡུད་ཙམ་གཅིག་གིས་དགྲར་ཡང་འགྱུརད་། །དགའ་བའི་གནས་ལ་ཁྲོ་བྱེད་པས་། ། སོ་སོའི་སྐྱེ་བོ་མགུ་བར་དཀའ་། །༼༧༽,སྐད་ཅིག་གཅིག་གིས་མཛའ་འགྱུར་ལ་། ། ཡུད་ཙམ་གྱིས་ནི་དགྲར་ཡང་འགྱུར་། །དགའ་བའི་གནས་ལ་ཁྲོ་བྱེད་པས་། ། སོ་སོའི་སྐྱེ་བོ་མགུ་བར་དཀའ་། །,,"Et suivît-on même leurs pratiques, il n’y a rien à faire avec ces fous : ils sont mes amis dès qu’ils y trouvent intérêt et, aussitôt, ils me haïssent ; la colère leur tient lieu de reconnaissance. Ah ! qu’ils sont difficiles à satisfaire les hommes du monde !","They are friends for a moment, foes for a moment, wrathful when they should be pleased—how hard to content are the worldly!"
3806aabe3e304342aada544fc0732435,hitam uktāḥ prakupyanti vārayanti ca māṃ hitāt86 |atha na śrūyate teṣāṃ kupitā yānti durgatim ||11||,多瞋承事難 遠離於善利下劣心自讚 縛著憎愛罪,ཕན་བ་སྨྲས་ན་ཁྲོ་བར་བྱེད་། ། བདག་ཀྱང་ཕན་ལས་ཟློག་པར་བྱེད་། །དེ་དག་ངག་ནི་མ་མཉན་ན་། ། ཁྲོས་པས་ངན་འགྲོར་འདོང་བར་འགྱུརད་། །༼༨༽,ཕན་པར་སྨྲས་ན་ཁྲོ་བར་བྱེད་། ། བདག་ཀྱང་ཕན་ལས་བཟློག་པར་བྱེད་། །དེ་དག་ངག་ནི་མ་མཉན་ན་། ། ཁྲོ་བས་ངན་འགྲོར་འགྲོ་བར་འགྱུར་། །,,"Ils s’irritent quand on leur donne un bon avis; ils s’opposent même à ce que je fasse le bien ; si je fais le bien malgré eux, ils s’irritent et se damnent.","They are angered if wholesomely counselled, and hold me back from good; if I heed them not they are wroth, and pass into hell."
12e0b62469ea4a4ea00f22ba06e32397,īrṣyotkṛṣṭāt samād dvandvo hīnān mānaḥ stuter madaḥ |avarṇāt pratighaś ceti kadā bālādd hitaṃ bhavet ||12||,彼不捨於瞋 當墮於惡趣迷愚不攝心 爲此無功德,མཐོ་ལ་ཕྲག་དོག་མཉམ་དང་འགྲན་། ། དམའ་ལ་ང་རྒྱལ་བསྟོད་ན་འདྲེག་། །མྱི་སྙན་བརྗོད་ན་ཁོང་ཁྲོ་སྟེ་། ། ནམ་ཞིག་བྱིས་ལ་ཕན་སེམས་ཡོད་། །༼༩༽,མཐོ་ལ་ཕྲག་དོག་མཉམ་དང་འགྲན་། ། དམའ་ལ་ང་རྒྱལ་བསྟོད་ན་དྲེགས་། །མི་སྙན་བརྗོད་ན་ཁོང་ཁྲོ་སྐྱེ་། ། ནམ་ཞིག་བྱིས་ལས་ཕན་པ་ཐོབ་། །,,"Ils envient leur supérieur, jalousent leur égal, méprisent leur inférieur ; si on les loue, ils s’enorgueillisent ; si on les blâme, ils haïssent. Jamais on en tire aucun bien.","When can good come of a fool? He is jealous of a better man, contentious with a peer, haughty towards one that is lower, puffed up by praise, angered by blame."
d0e6a14c978049f887e97f4b3d05e834,ātmotkarṣaḥ parāvarṇaḥ saṃsāraratisaṃkathā |ityādy avaśyam aśubhaṃ kiṃcid bālasya bālataḥ ||13||,自讚毀謗他 輪迴樂自得愚迷之所持 住是等不善,བྱིས་དང་འགྲོགས་ན་བྱིས་པ་ལ་། ། བདག་སྟོད་གཞན་ལ་སྨོད་པ་དང་། །འཁོར་བར་དགའ་བའི་གཏམ་ལས་སྩོགས་། ། མྱི་དགེ་ཅིས་ཀྱང་ངེས་པར་འབྱུང་། །༼༡༠༽,བྱིས་དང་འགྲོགས་ན་བྱིས་པ་ལ་། ། བདག་བསྟོད་གཞན་ལ་སྨོད་པ་དང་། །འཁོར་བར་དགའ་བའི་གཏམ་ལ་སོགས་། ། མི་དགེ་ཅིས་ཀྱང་ངེས་པར་འབྱུང་། །,,"Si, fou vous-même, vous pratiquez les hommes du monde, ce sera nécessairement à votre dam : on exalte son propre mérite, on ravale prochain, on discourt avec complaisance des plaisirs du monde.","Exaltation of self, blame of others, discourse in praise of worldly pleasure—some such guilt will assuredly come from fool to fool."
