id,P001786,P001787,P001788,P001789,P001790,P001791
28480480d31d49bdbcdd94fce8937d25,āryasatyānāṃ dvitīyaparivarto bhāvanāmārgaḥ,འཕགས་པའི་བདེན་པ་རྣམས་བཟླས་པ་གཉིས་པ་སྟེ་བསྒོམ་པའི་ལམ,誦諸聖諦為第二修道位; 諸聖諦為第二修道位; 第二觀想道經,-,,-
c5d8e0d2198640f092684b32e8a93cbd,duḥkham āryasatyaṃ parijñeyam,སྡུག་བསྔལ་འཕགས་པའི་བདེན་པ་ཡོངས་སུ་ཤེས་པར་བྱ,苦聖諦悉皆了悟之; 此苦聖諦以通慧應遍知; 悟經,-,,-
eb561e8cbca2417b8d9a4bff958f31c6,duḥkhasamudayaḥ prahātavyaḥ,སྡུག་བསྔལ་ཀུན་འབྱུང་བ་སྤང་བར་བྱ,棄諸苦集經; 此苦集聖諦以通慧應永斷; 諸苦集棄之,-,,-
55441afd76ed4d69806fc95aa54ce8ec,duḥkhanirodhaḥ sākṣāt kartavyaḥ,སྡུག་བསྔལ་འགོག་པ་མངོན་དུ་བྱ,消苦滅現獲之; 此苦滅聖諦以通慧應作證,-,,-
328ab12af51c4cf8b1e9d156c7e4d8f2,duḥkhanirodhagāminī pratipad bhāvayitavyā,སྡུག་བསྔལ་འགོག་པར་འགྱུར་བའི་ལམ་བསྒོམ་པར་བྱ,苦滅而成觀想道; 此趣苦滅道聖諦以通慧應脩習; 滅苦之道修習之,-,,-
f8de735dcad6481da2856d0d5ad8409f,āryasatyānāṃ tṛtīyaḥ parivarto ’śaikṣamārgaḥ,འཕགས་པའི་བདེན་པ་རྣམས་བཟླས་པ་གསུམ་པ་སྟེ་མི་སློབ་པའི་ལམ,聖真實演說學道經; 聖諦為第三無學位; 誦聖諦為第三無學位,-,,-
9bddb2d153164bcaa71c88cf7dfa90b0,duḥkhaṃ parijñātam,སྡུག་བསྔལ་ཡོངས་སུ་ཤེས,已知苦經; 此苦聖諦我通慧已遍知; 已知苦; 已遍知苦,-,,-
83292d258b8743f8ac587030eaba6f0a,samudayaḥ prahīṇaḥ,ཀུན་འབྱུང་བ་སྤངས,棄諸眾苦; 此苦集聖諦我通慧已永斷; 已棄集; 已斷集,-,,-
d3ed3315a2954617a02a4298bddb3e9d,nirodhaḥ sākṣātkṛtaḥ,འགོག་པ་མངོན་དུ་བྱས,已現滅; 已證滅,-,,-
3596e0162989474dbc2767e6e448a967,duḥkhanirodḥagāminī pratipad bhāvitā,སྡུག་བསྔལ་འགོག་པར་འགྱུར་བའི་ལམ་བསྒོམས,苦滅而成觀想; 此趣苦滅道聖諦我通慧已脩習; 滅苦之道修成; 已修順苦滅道,-,,-
681aa7f8a6b64fc8ab771e49381aadba,saddharmanāmāni,དམ་པའི་ཆོས་ཀྱི་མིང་ལ,一切經名,-,,-
00f35098195c44699e2471b73730de3b,śatasāhasrikāprajñāpāramitā,ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་སྟོང་ཕྲག་བརྒྱ་པ,智慧到彼岸百千頌; 般若百千頌,-,,-
bac14d57a0b94497b7730703fb52a9b8,pañcaviṃśatisāhasrikā,ཉི་ཁྲི་ལྔ་སྟོང,大般若二萬五千頌,-,,-
eccc94444a904b289f7b2978655f22b9,aṣṭasāhasrikāprajñāpāramitā,ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་བརྒྱད་སྟོང་བ,智慧到彼岸八千頌; 般若八千頌,-,,-
079f133f9c9740518210b684dff3bbbf,buddhāvataṃsakam,སངས་རྒྱས་ཕལ་པོ་ཆེ,大方廣佛華嚴經; 大法華經,-,,-
2b79f4f0e16c4918b2bedd883d612238,bodhisattvapiṭakam,བྱང་ཆུབ་སེམས་དཔའི་སྡེ་སྣོད,菩薩藏,-,,-
891a6b04a9d3447496f6b977fb895229,lalitavistaraḥ,རྒྱ་ཆེར་རོལ་པ,普曜經; 方等本起經; 大遊戲經,-,,-
18dd97a69e8a4e0298d7eadb5baccf3e,samādhirājaḥ,ཏིང་ངེ་འཛིན་རྒྱལ་པོ,禪定王經; 三昧王經; 三昧經; 月燈三昧經; 三摩地經,-,,-
9083d4acdf274b48a2774eec81be9bea,pitāputrasamāgamaḥ,ཡབ་དང་སྲས་མཇལ་བའི་མདོ,父子合集經; 父子相見請問經,-,,-
72fa626558f74512917546fb8b31b045,lokottaraparivartaḥ,འཇིག་རྟེན་ལས་འདས་པའི་ལེའུ,出世間品,-,,-
9fbf904099bc43d19625ba9788d657f0,saddharmapuṇḍarīkam,དམ་པའི་ཆོས་པད་མ་དཀར་པོ,妙法白蓮華經; 妙法蓮華經; 妙法蓮經,-,,-
988d5026482d4f38b71bf4c3e8acd713,gagaṇagañjaḥ,ནམ་མཁའི་མཛོད,虛空藏菩薩所問經; 虛空藏經,-,,-
ee0d3f2d7f41484080289da4b1bd8a3b,ratnameghaḥ,དཀོན་མཆོག་སྤྲིན,寶雲經; 三寶雲經,-,,-
df2d3b848f1942a0b7ca64a58414902b,laṅkāvatāram,ལང་ཀར་གཤེགས་པ,楞伽經; 入楞伽經,-,,-
6453261a2cc74f0183deec85c76c8536,suvarṇaprabhāsottamam,གསེར་འོད་དམ་པ,金光明經,-,,-
81558f08870f4b42ba5cf9d5ab4e25f2,vimalakīrttinirdeśaḥ,དྲི་མ་མེད་པར་གྲགས་པར་བསྟན་པ,無垢稱經; 維摩詰經,-,,-
53344a7a37f044fd940c6b118779bdc2,gaṇḍavyūhaḥ,སྡོང་པོ་བཀོད་པ,大乘密嚴經; 莊王經; 大乘嚴寶,-,,-
f1e7eb0b6fb04868bd69b8dce0f86d6c,ākāśagarbhaḥ,ནམ་མཁའི་སྙིང་པོ,虛空藏菩薩經; 虛空藏經,-,,-
5a4f62c580134570bfe896977a12e160,ghanavyūhaḥ,སྟུག་པོ་བསྐོད་པ,大乘密嚴經; 寶嚴樹經; 密嚴經; 大乘莊嚴寶王經,-,,-
b0fd6bbbab804d69970ead7d7e8c707a,akṣayamatinirdeśaḥ,བློ་གྲོས་མི་ཟད་པས་བསྟན་པ,無盡慧經; 阿差末經; 無盡意菩薩經,-,,-
1c28bc9899a940e8a817089deacc60ed,upāyakauśalyam,ཐབས་ལ་མཁས་པ,善方便經; 善能方便,-,,-
07ba5209b79445df9d15a6bf38d4ebaf,dharmasaṃgītiḥ,ཆོས་ཡང་དག་པར་སྡུད་པ,收真法經; 法集經,-,,-
5d03346980b54dccab9f872a37c9d6cd,suvikrāntavikrāmī,རབ་ཀྱི་རྩལ་གྱིས་རྣམ་པར་གནོན་པ,勇猛降伏經,-,,-
6a50d88a1ffc4b03a16f552cf4e4381f,mahākaruṇāpuṇḍarīkam,སྙིང་རྗེ་ཆེན་པོ་པད་མ་དཀར་པོ,悲華經; 大慈白蓮經; 大悲芬陀經,-,,-
49b8a75606cf43c0b6cd7826cf4a7f89,ratnaketuḥ,རིན་པོ་ཆེའི་ཏོག,大寶經; 寶髻經; 寶頂經; 髻經,-,,-
9948cb4213c245c68b40ffa4264ee9f8,daśabhūmikam,ས་བཅུ་བ,十地經; 十地,-,,-
8b71ed7a5666424d980f2ba0d83eda45,tathāgatamahākaruṇānirdeśaḥ,དེ་བཞིན་གཤེགས་པའི་སྙིང་རྗེ་ཆེན་པོ་བསྟན་པ,大悲經; 示現如來大慈經; 如來大悲經,-,,-
1b8e53e8b00742bab8a7a31669ae09db,drumakinnararājaparipṛcchā,མིའམ་ཅིའི་རྒྱལ་པོ་ལྗོན་པས་ཞུས་པ,緊那羅王所問經; 說不可思議品經; 大樹緊那羅王所問經,-,,-
f29237bd70254965885851f11185ee37,sūryagarbha(vaipulyasūtraṃ),ཉི་མའི་སྙིང་པོ,日藏經,-,,-
a057f894272047b48b907577dd0ce867,buddhabhūmiḥ,སངས་རྒྱས་ཀྱི་ས,佛地經; 正覺地經,-,,-
e83ce3a713544af3b85359f8db1b1628,tathāgatācintyaguhyanirdeśaḥ,དེ་བཞིན་གཤེགས་པའི་གསང་བ་བསམ་གྱིས་མི་ཁྱབ་པ་བསྟན་པ,如來密意不可思議經; 如來不可思議秘密大乘經,-,,-
f27c715823534792b43a528b7c5bfdf4,śūraṃgamasamādhinirdeśaḥ,དཔའ་བར་འགྲོ་བའི་ཏིང་ངེ་འཛིན་བསྟན་པ,勇行禪定指示經; 首楞嚴三昧經,-,,-
f6ac483d20814113a413a94e71f602cb,sāgaranāgarājaparipṛcchā,རྒྱ་མཚོའི་ཀླུའི་རྒྱལ་པོས་ཞུས་པ,佛為海龍王說法印經; 海龍王請問經,-,,-
60668e9ad61846b98575c9e641462ae5,ajātaśatrukaukṛtyavinodanaḥ,མ་སྐྱེས་དགྲའི་འགྱོད་པ་གསལ་བ,阿闍世王經; 除未生怨悔經,-,,-
34e534480dd04dfdbc658f3d18830aea,saṃdhinirmocanam,དགོངས་པ་ངེས་པར་འགྲེལ་བ,深密解脫經; 廣開真實經; 解深密經,-,,-
61e8cbeab2cd468d8b8f7003ce357cd3,buddhasaṃgītiḥ,སངས་རྒྱས་ཀྱི་ཡང་དག་པར་སྡུད་པ,諸佛要集經; 正覺真正集聚經,-,,-
4d997ef3985a473cab673e8206a7c8b2,rāṣṭrapālaparipṛcchā,ཡུལ་འཁོར་སྐྱོང་གིས་ཞུས་པ,持國天王請問經; 護國所問經; 護國菩薩會說經,-,,-
b757a121519541fbb516ba4e6a5ab115,sarvadharmāpravṛttinirdeśaḥ,ཆོས་ཐམས་ཅད་འབྱུང་བ་མེད་པར་བསྟན་པ,見示無生法; 諸法無行經; 諸法無行法經,-,,-
8f08e996e7db4c89a61ddbbe35b78553,ratnacūḍaparipṛcchā,གཙུག་ན་རིན་པོ་ཆེས་ཞུས་པ,寶髻菩薩所問經; 大寶頂請問經,-,,-
55cf732cb077439aabc88090c24c8582,ratnakūṭaḥ,དཀོན་མཆོག་བརྩེགས་པ,大寶積經; 寶集經; 寶積經,-,,-
c050715576c840919d01fb3fbf00cd35,mahāyānaprasādaprabhāvanam,ཐེག་པ་ཆེན་པོ་ལ་དད་པ་རབ་ཏུ་སྒོམ་པ,大乘敬信思惟經; 於大乘敬信思惟,-,,-
3aa5a517eb734b99ac9738f5d1593a00,mahāyānopadeśaḥ,ཐེག་པ་ཆེན་པོའི་མན་ངག,大乘密意,-,,-
533faf74ad884a7fa675a1304c5aa64a,brahmaviśeṣacintiparipṛcchā,ཚངས་པ་ཁྱད་པར་སེམས་གྱིས་ཞུས་པ,勝思惟梵天所問經; 聖施大梵天請問經,-,,-
6b224bcbb3e744d69cf2cd101725f52d,paramārthasaṃvṛtisatyanirdeśaḥ,དོན་དམ་པ་དང་ཀུན་རྫོབ་ཀྱི་བདེན་པ་བསྟན་པ,清淨毘奈耶最上大乘經; 真諦俗諦指示,-,,-
046a7e46936946e99bd07ce156fbba3f,mañjuśrīvihāraḥ,འཇམ་དཔལ་གནས་པ,大淨法門經; 大莊嚴法門經; 文珠聖住,-,,-
cc9fba14fa41448c97f167b0af2d7132,mahāparinirvāṇam,ཡོངས་སུ་མྱ་ངན་ལས་འདས་པ་ཆེན་པོ,大涅槃經; 大般涅槃經,-,,-
876fa412227e4b9ba1aa95aaab2f3a9f,avaivartikacakraṃ,ཕྱིར་མི་ལྡོག་པའི་འཁོར་ལོ,不退轉法輪經; 不退法輪; 不退轉經,-,,-
f4b22974b67f4983864b36344d06b84a,karmavibhaṅgaḥ,ལས་རྣམ་པར་འབྱེད་པ,分別因緣經,-,,-
1615b4ec2349497bb6985cc0d33e590d,prajñāpāramitāpañcaśatikā,ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ལྔ་བརྒྱ་པ,智慧到彼岸五百頌; 般若五百頌,-,,-
1c50ef3d0d5f4df6810310ee921b74b5,triśatikāprajñāpāramitā,ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་སུམ་བརྒྱ་པ,智慧到彼岸三百頌; 般若三百頌,-,,-
7281eb265c0e4abe9ea46f53d86ec992,ratnolkā,དཀོན་མཆོག་ཏ་ལ་ལ,三寶答剌經; 寶炬經,-,,-
42c4977a49f04331afea4668408e0e1e,gocarapariśuddham,སྤྱོད་ཡུལ་ཡོངས་སུ་དག་པ,境界清淨經; 行境界清淨,-,,-
4ab9e1b09ae84f3d8e29fdb8ee9e9d7b,praśāntaviniścayaprātihāryanirdeśaḥ,རབ་ཏུ་ཞི་བ་རྣམ་པར་གདོན་མི་ཟ་བའི་ཆོ་འཕྲུལ་བསྟན་པ,極柔善決定顯化指示經; 寂靜決定神變說經; 指示柔善決定顯化經,-,,-
fabb67499f4544b9af734cd4ee7a853c,tathāgatotpattisambhavanirdeśaḥ,དེ་བཞིན་གཤེགས་པའི་སྐྱེ་བ་འབྱུང་བ་བསྟན་པ,指示如來出生經; 如來出世指示,-,,-
b82940b712414979b4af1958b2731c6b,bhavasaṃkrāntiḥ,སྲིད་པ་འཕོ་བ,大乘流轉諸有經; 遷有經,-,,-
888526f16f29495bb83ee9ed1dc85deb,paramārthadharmavijayaḥ,དོན་དམ་པའི་ཆོས་ཀྱིས་རྣམ་པར་རྒྱལ་བ,第一義法勝經; 真諦最勝經,-,,-
de40b6d8651f48ca894e7032c5d5a349,mañjuśrībuddhakṣetraguṇavyūhaḥ,འཇམ་དཔལ་གྱི་སངས་རྒྱས་ཀྱི་ཞིང་གི་ཡོན་ཏན་བཀོད་པ,妙吉祥佛土莊嚴功德經; 妙吉祥佛土功德嚴經,-,,-
a82e10965f814d9985fc255f83538246,bodhipakṣanirdeśaḥ,བྱང་ཆུབ་ཀྱི་ཕྱོགས་ངེས་པར་བསྟན་པ,現示菩提行; 大乘善見變化文殊師利問法經; 真示菩提方,-,,-
3cfaef45a6a94b4eba8a96e123f56266,karmāvaraṇapratiprasrabdhiḥ,ལས་ཀྱི་སྒྲིབ་པ་རྒྱུན་གཅོད་པ,障業除經; 除斷業障經,-,,-
a566b768f1d74910a808a3fcceefd3ea,triskandhakaṃ,ཕུང་པོ་གསུམ་པ,三十五佛經; 三聚經; 舍利弗悔過經,-,,-
cc38081456b54eb7bce4d7a2a7874a41,sarvavaidalyasaṃgrahaḥ,རྣམ་པར་འཐག་པ་ཐམས་ཅད་བསྡུས་པ,能奪聚集經; 佛說貝達因緣經; 根本薩婆多律攝,-,,-
ebb8a75e90a941ed860a6c506e621575,saṃghāṭasūtram,དགེ་འདུན་ཟུང་གི་མདོ,相融經; 僧伽吒經; 大乘僧伽吒法義經,-,,-
b2fae4f9429f471885ec0da39776ace9,tathāgatajñānamudrāsamādhiḥ,དེ་བཞིན་གཤེགས་པའི་ཡེ་ཤེས་ཀྱི་ཕྱག་རྒྱའི་ཏིང་ངེ་འཛིན,如來智印三昧經; 如來智手印禪定經,-,,-
8e7c299d4139465f94aef1fd1eb8ee46,vajrameruśikharakūṭāgāradhāraṇī,རྡོ་རྗེ་རི་རབ་ཀྱི་རྩེ་མོའི་ཁང་པ་བརྩེགས་པའི་གཟུངས,大金剛妙高山樓閣陀羅尼; 金剛須彌頂樓閣陀羅尼經,-,,-
3a879652c3eb42ef9fc58e9717407157,anavataptanāgarājaparipṛcchā,ཀླུའི་རྒྱལ་པོ་མ་དྲོས་པས་ཞུས་བ,阿耨達龍王經; 無暖池龍王請問經; 無熱惱池龍王所問經,-,,-
512ae354e40c4dbfb599d09cdcb8460e,sarvabuddhaviṣayāvatārajñānālokālaṃkāraḥ,སངས་རྒྱས་ཐམས་ཅད་ཀྱི་ཡུལ་ལ་འཇུག་པ་ཡེ་ཤེས་སྣང་བའི་རྒྱན,大乘入諸佛境界智光明莊嚴經,-,,-
fdb94823191e45e592c8995d6989fe75,saptaśatikā prajñāpāramitā,ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་བདུན་བརྒྱ་པ,文殊所說般若經; 般若七百頌,-,,-
b158e0cdb0a24a6397b3a5c0cc5e2bb1,vyāsaparipṛcchā,དྲང་སྲོང་རྒྱས་པས་ཞུས་པ,神仙廣大請問經; 仙廣大請問經,-,,-
37dfd9ac8ca449d79fa498527dc1c177,subāhuparipṛcchā,ལག་བཟངས་ཀྱིས་ཞུས་པ,妙臂菩薩所問經; 妙手請問經; 太子刷護經,-,,-
8fc5ab1c2faf46eb9ad37d1f1a4472c3,siṃhaparipṛcchā,སེང་གེས་ཞུས་པ,獅子所問經; 獅子請問經,-,,-
ff8e3ac35d0845b7bfc3ac54225e76ad,mahāsahasrapramardanam,སྟོང་ཆེན་པོ་རབ་ཏུ་འཇོམས་པ,善護大千國土經; 護國大千最敬摧壞經,-,,-
ae0af8797efd4ef0853bc682f92529a8,ugraparipṛcchā,དྲག་ཤུལ་ཅན་གྱིས་ཞུས་པ,郁伽長者經; 郁伽羅越問菩薩行經; 聖雄長者請問經,-,,-
9f72c293c74f48b3b777d473ce33fe33,śraddhābalādhānam,དད་པའི་སྟོབས་བསྐྱེད་པ,信力增長; 信力法門經; 信力入法門經,-,,-
ed7401594a6c443fa37f5b0a2842720e,aṅgulimālīyam,སོར་མོའི་ཕྲེང་བ་ལ་ཕན་པ,央崛魔羅經; 指鬘經; 一切問經,-,,-
9040c7c82cf44792b6a629aaac0ed6a9,hastikakṣyam,གླང་པོའི་རྩལ,象勇猛; 象腋經; 腋經 ; 象力大經,-,,-
c6b3afc4429c4ad1a65596e00ad28560,akṣayamatiparipṛcchā,བློ་གྲོས་མི་ཟད་པས་ཞུས་པ,無盡意慧菩薩所問經; 無盡意菩薩經; 無盡慧請問經,-,,-
9b2eacb71ade43679971de455d4b872f,mahāsmṛtyupasthānam,དྲན་པ་ཉེར་བཞག་ཆེན་པོ,大念處經; 念處經,-,,-
